public_essay_id,created_epoch,created_timestamp,public_prompt_id,public_user_id,user_prompt,essay_version_num,is_first_version,is_final_version,language,text,wi_suspecttokens,automarker_cefr_level,humannotator_cefr_level,split,cefr_mapped,word_count,length_category
essay_298332cd1019af59,1611479291,2021-01-24 09:08:11,prompt_30d627bea13ce859,user_680ab70611f71609,user_680ab70611f71609_prompt_30d627bea13ce859,2,False,True,Chinese,"Ever since humanity was born and landed on this planet, this question had always been asked yet nobody can give a definite answer. It is like the mystery of the black hole you couldn't know it unless you enter it, but you couldn't say it once you enter it. The question is nonetheless the famous question of  which is better a long, calm life until 100 years old or a shorter life but much more intense. I couldn't say that my answer will be the right answer but I would prefer living a long calm life, because if you are surrounded with things and people you love there is no need for intense thing to happen. This is because having them beside you will be the most satisfactory feeling you will experience. However, I see why some people will prefer having a short yet intense life because they feel that life is not calculated by how long you lived but by what you experienced. I agree with that but life is something very strange. You will never have a formula to calculate how well is one's life to some the same experience might have a different mark. So, in my opinion I prefer having a long yet calm life rather than a short but intense life. However, I respect everyone's opinion. Peace and love.",,B2,C1,train,C1,224,long
essay_1419aff46474efc8,1596711643,2020-08-06 12:00:43,prompt_6cb0c85d60a4ef2e,user_7d187a968e4fbbb8,user_7d187a968e4fbbb8_prompt_6cb0c85d60a4ef2e,4,False,True,Romanian,"The first aspect to point out is all around the world, people are spending more and more time doing sedentary activities. During their leisure time, people like to sit on sofas, watching TV, playing games or just socializing with others. The problem is that many children take their parents example and that can give them diseases. One solution for this problem is to convince kids to do sports activities.   To begin with,  an extremely important place where you understand aspects about life and gain knowledge to help in materializing your future is school. But school should provide more physical activities for kids to take part in. For instance, children spend on average six hours in school every day while students can stay at school for eight hours. That is  a lot of time just to sit on a chair and listen to someone. Children are getting bored as the time pass and they do not pay attention anymore at what the teacher is saying.  Secondly, sports activities not only are good to increase attention, but also they reduce high cholesterol, high blood pressure, obesity and feelings of depression and anxiety. For example, one of my acquaintances had problems with anxiety and his therapist recommended him to do exercises and take walks. That worked for him and now he is really fond of sports activities. Those activities made him one of the happiest person I have ever known.  On the other hand, there are kids who feel uncomfortable when they are doing exercises in front of other children. Some are often rude and make fun of other's bodies and that can cause self-esteem problems.  However, I believe that the results of doing exercises are worth it and you can make the best of it, despite rude people.  To conclude, phyisical activities are a necessity in order to feel good, be  healthy and look good. More people should  do sport because it is wholesome and they will have many advantages after doing that. ",,C2,C1,train,C1,331,long
essay_49b36603ad86adc7,1658148626,2022-07-18 13:50:26,prompt_e404501e9bbbc094,user_64471b2cc7fe1df7,user_64471b2cc7fe1df7_prompt_e404501e9bbbc094,2,False,True,Portuguese,"I recently discovered Write and Improve, a new writing tool for English learners that is easy to use and helps you write better. The main features of the tool are many tasks that you can use to write texts and submit them for correction, the application identifies what is wrong and make recommendations to improve your writing.  This tool is useful because you can see recommendations in real time, show you a grid with IELTS scale and the position of your text between levels A1 to C2. It shows the words that are wrong  and the tasks have different levels, you can start at Beginner level, advance to intermediate and advanced level. There are tasks to improve your business writing and new tasks are added monthly.  One thing I like about the tool is the option to write the task I want, I don't have to do all the intermediary tasks to go to the advanced level for example. I have some difficulties and I miss some resources like tips to use in my texts like the right use of collocations, how can I improve my sentences and resources to help me create better phrases.  Some recommendations to improve the tool include: More rewards to engage the writer, tips to help with writing, a graphic with filters to show all our progress through the levels and a personalized study plan. Maybe we can have a guide to compare our writing evolution to some guide ruler, are we on the right path or not?",,B2+,C1,dev,C1,253,long
essay_aa77f00dc1561e31,1614172217,2021-02-24 13:10:17,prompt_394b6f53ecc6f98d,user_c1202d2312d75177,user_c1202d2312d75177_prompt_394b6f53ecc6f98d,3,False,True,Polish,"I truly hope that each parent has a right to raise their children the way they find appropriate. However, feelings and believes are not only difficult to articulate, but also very individualistic. Therefore, looking at what data tells us is crucial.   Like any other other tool, video games can be put to good or bad use. For example, if young children play a game designed for teenagers, it will harm his psyche. That's because games can evoke strong emotions, and providing them with a defenseless child is a bad idea. It can lead to anxiety or aggression in the long term.   Another harmful way, is to allow our children to play whenever they like. If there are no restrictions in place, child will play for the whole day. And sometimes even the night.   In contrast, educational games are very useful and desired. We play video games because they are fun, and if we can make learning fun, the success is inevitable.   To summarise my short asnwer, I'm for a reasonable and controlled use of video games. Not only for educational purposes, but also for pleasure. ",,C1,C1,train,C1,185,medium
essay_fbd90fcc45375f1c,1595768068,2020-07-26 13:54:28,prompt_6cb0c85d60a4ef2e,user_1e29f29ad5a6ab91,user_1e29f29ad5a6ab91_prompt_6cb0c85d60a4ef2e,4,False,True,Japanese,"I disagree with it. There are three reasons why I oppose that opinion. First, sports activities are the only solution to keep people healthy. Running or doing yoga can also work as the method of promoting our health. If universities and schools made their students exercise in their facilities, it would be difficult to fulfill all students' favors. Some students would not be satisfied with the schools' policies. However, if the schools let their students exercise outside, it would be also hard to manage the students' activities. Briefly, it is absurd from scratch to force students to do exercises regularly.  Second, there is little scientific evidence to support the frequency of playing sports. Is it really enough to do exercise three times a week? This opinion does not explain at all how many hours we should exercise in a week. At least, those who are in favor of this opinion should provide information about the basis of their statement. In my opinion, they cannot get support from others without showing prominent scientific evidence. Third, I think it is not always good to make much effort to become healthier. It is true that there may be no problem for many people to be forced physical activities. However, it is not the case for some people with disabilities. Such people cannot participate in sports as well as ordinary people. To improve our inactive lifestyle, we only have to increase the opportunities of exercise. It is appropriate for only healthy people, and this idea utterly ignores people who are willing to exercise but cannot do. If the given opinion pervades among a lot of universities and schools, it will be natural to get rid of people with disabilities. Thus, I am against this opinion. It seems to me that this opinion is not persuasive and dangerous. Therefore, I never admit it.",,C2+,C1,train,C1,308,long
essay_53c49469aa8fa82f,1610990154,2021-01-18 17:15:54,prompt_6cb0c85d60a4ef2e,user_951184840a8ea8a9,user_951184840a8ea8a9_prompt_6cb0c85d60a4ef2e,16,False,True,Hindi,"Nowadays, people are eating unhealthy food and living an inactive lifestyle. It is argued that all the university students and school pupils should be pushed forcefully to take part in sports games at least 3 times in a week due to negative effect on body of a lazy lifestyle. I agree with this because those activities would help people to live a healthy life and  are important for students to focus and concentrate.  Even though it is true that sports activities take a lot of one's time, I think these activities are very important for all the individuals, especially for students. One reason for this is that it would lead  to them losing weight and leading a much healthier and happier life, so in long run, they would enable them to be an active individual.To illustrate this, recently Norway implemented  strict rules and regulations for all the high school students to play games on any three days in a week. This had a dramatic effect on keeping the weight under control.   Another reason they are necessary is that students can achieve better results in exams. This is because exercises will make the students tierd, so they can get the sound sleep in the night. This would let them to focus on their classes and understand the subjects better. As a result, they can perform well in shcools and  universities and eventually, get a well-paid job. For example, according to extensive research, pupils aged between 10 and 15 who play any kind of spots game do far better in exams than those who don't do any type of activities.  To conclude, although  students might not find sports games interesting, I think it is important because students can live a beautiful and happy life. Also, they can achieve better marks in schools and universities.  ",,C2,C1,train,C1,302,long
essay_0c6bcf1760d3ad1d,1615820852,2021-03-15 15:07:32,prompt_30d627bea13ce859,user_3ab3b46156535bc6,user_3ab3b46156535bc6_prompt_30d627bea13ce859,11,False,True,German,"A child born today is predicted to live up ninety years, an age 20 years higher than just fifty years ago. Furthermore, statistics show that in the twenty-first century when almost every day a groundbreaking new medical treatment is discovered, life expectancy will increase each year about six months. But is it actually good that lives last so long or are short, but intense lives better? The answer is clear, when keeping in mind that long lives are unnecessary, when having lived a short but intense life where everything wanted was achieved. Experiencing everything longed for, a long life would conversely be boring and depressing as nothing new can be discovered. Therefore, shorter but exciting lives should certainly be preferred. Additionally, what is clearly more appealing when having a shorter life is that there are usually no health issues. Accordingly, living an active and fun life is achieved more easily, when being young. As a result having happy time on earth is spent much simpler, than when being older.  The last and most important argument supporting the thesis that living shorter but more intensively is better than having a long life, is that dying at an old age is often connected to paint. By this, not only physical pain, caused by diseases  is meant, but also emotional suffering. As a long life is lived, deaths and losses of loved ones will be experienced which can cause tremendous emotional distress. As a result, the long life is not as appealing as before when experienced without friends and family.  In conclusion, it becomes very clear, that growing old and living a calm life should be seen more critically than a short but intense life, for the various reasons explained above.",,C1+,C2,train,C2,288,long
essay_1cd7b5e5ac737223,1621794864,2021-05-23 19:34:24,prompt_39db840b1dee1ac1,user_6bb7c6574e6bac39,user_6bb7c6574e6bac39_prompt_39db840b1dee1ac1,24,False,True,Polish,"Nowadays, every company have an office. In some offices, employees work in open workstations. Other offices have an enclosed design - they are usually older ones. In my opinion, the very first way, which is also newer, is a better choice for a modern office. Just think about it. Everyone wants to work in a place where there are no walls separating employees from their co-workers, no matter of the position in which they are - everybody can be accessed easily. Another very important thing is that it allows them to people feel like they are in their own houses. Because of that, they are simply more cozy. Further going, due to reduced stress, people are more efficient and they are more likely to do their tasks correctly. It is a perfect example of a win-win situation. Employers are happy because, workers are doing their work right and employees are happy, because they are not stressed at all. Unfortunately, this type of design has some downsides too. There are jobs in which you have to be precise. In those scenarios, people have to be focused, so it might not be optimal to have an open designed office. It's for sure easier to achieve when you are in an enclosed, quiet workstation. ",,C1+,C2,train,C2,211,long
essay_7ba90c85c65076ee,1616181309,2021-03-19 19:15:09,prompt_6cb0c85d60a4ef2e,user_a0d86020916f73f8,user_a0d86020916f73f8_prompt_6cb0c85d60a4ef2e,3,False,True,Czech,"'It drives me up the wall!', said one student early this morning when he, sitting next to a computer screen, learned that all university students be advised to excrcise three times a week. This notice was immediately understood as an abrasive and nosy by many students, but, not so surprisingly, there is a good reason for embedding this rule.  The research shows university student in general and computer nerds in particular are activity-deprived individuals with fitness level so poor it raises a red flag for their physicians. Not only have some students stopped any exercising, but they substantially minimized their exposure to sun, fresh air, and shockingly, some of them even do not leave their dormitories any more. Although the lockdown and curfew exacerbates the situation further, the real problem is mostly the inherent lazines of the students.  Therefore, the college council suggested mandatory sports activities at least three times a week for everyone. Albeit justifiable, the decision triggers a question of personal freedome. Can the council indeed force students to engage in sports activities? Some argue this is simply illegal, and thus, impossible to do so. But, this coin has another side as well. The council is a body fully responsible for well-being of students and as such, it is entitled to take care of their mental and physical health. Therefore, the above mentioned statement is conceivable. Clearly, this non-trivial affair will ignite a fierce disputation in the next student assemblage. But, given the ussual bland and boring discussions, it is a great achievement as well.  Our colleague Bend-Over shrewdly commented this situation is a lose-lose situation: students are mad at the council, therefore they will hesitate to exercise. He gingerly suggested to encourage students' sporting activity by providing them free access to the gym and the swimming pool.",,C1+,C2,train,C2,300,long
essay_136b4178d0d01d6d,1631222404,2021-09-09 22:20:04,prompt_6cb0c85d60a4ef2e,user_fec81ac3b987b8e8,user_fec81ac3b987b8e8_prompt_6cb0c85d60a4ef2e,2,False,True,German,"We are living in a society in which the number one cause of death are cardiovascular related diseases which are in terms mainly influenced by factors like activity and nutrition. This poses rightfully so the question whether the national government should consider a mandatory sport membership in a sports club?  Starting of with the legitimacy. Of course such a policy is considered to be a huge intervention in both parental autonomy and the freedom of the concerning child. However one can argue that in health related issues such interventions can be justified as it is already the case in other health care issues and preemptive medical examinations. Another often overlooked challenge is that new policies can result in social injustice and discrimination. Applying this to our case one notices a need for at least partial public funding of the activities or sports clubs in order to legitimate it. Also a social stigmatisation of untalented may arise.  Looking at efficiency we have to ask us how well would such a policy induce the desired result without costing too much. Looking at costs might be quite simple if the policy shows any effect, expressed in lowering hospitalization rates at all, the net savement of health insurance costs already finance the regulation. However one has also pay attention to any beaurocratic challenges entailed by the supervision of such a regulation. Another argument against this case is that most cardiovascular related diseases only arise at a certain age and school children are virtually unaffected. The only thinkable benefit would be the building of healthy habits at a young age and the establishment of more prominent role of sports in our society in general.   As you can see a similar regulation entails many potential consequences. And one important question remains unanswered, is the intervention in our children's freedom worth the possibly small benefits? ","723,725",C2+,C2,train,C2,308,long
essay_e40b84e2a7511b25,1594289948,2020-07-09 11:19:08,prompt_6cb0c85d60a4ef2e,user_0d021468b1ee462e,user_0d021468b1ee462e_prompt_6cb0c85d60a4ef2e,5,False,True,German,"Regarding the recent discussion about the suggestion to force children to do sporting activities at least three times per week, I decided to list my arguments for each side. This could help me to conclude which side of the argumentation I agree with.  Based on several studies which prove that activities can improve the health constitution of children, many teachers and scientists propose more physical education for children. Further research has also shown the obesity rate of children to increase. This problem might be dealt with by forcing children to do more sport. In return this could help them to lose weight, but also to gain an interest in sports. Without being forced to do sport these children might have never discovered their interest and as a result more young people will enter a sports team to pursuit the desire of sport.   But of course there are also other arguments which refute this idea. The main contradiction for many people is the idea to force children. Compulsion can never be a useful way to convince children, who need to be taught the valuable good of liberty. Even our constitution enshrines the moral value of freedom. Therefore children cannot be forced to do more sport only due to the fact this will improve their health. As humans are not allowed to constrain each other, everyone needs to discover the importance of sport for himself. Furthermore experts are afraid of the mental consequences for children, who were forced to do sports although they avoided it previously. There is a variety of reasons why children are not confident with their body such as the shame of obesity.  In conclusion I would recommend the executives to avoid forcing children to to anything as this will only cause more harm. Of course sport is really important as it can improve the fitness, but this needs to be something the children decide for because they appreciate it.  ",,C1+,C2,train,C2,321,long
essay_094e880b9cd848d3,1619947388,2021-05-02 10:23:08,prompt_30d627bea13ce859,user_9593744091569326,user_9593744091569326_prompt_30d627bea13ce859,3,False,True,Vietnamese,"Given a choice between a long, calm life and an accelerated lifestyle, I would opt for slowing down the pace of life for these following reasons.  For one thing, there are potential drawbacks of leading a fast-paced lifestyle. Due to being pressed for time it is highly likely that people would rush things, and inevitably make mistakes.  Also, people would avoid reflecting on experiences, therefore no lessons is learned and no adjustment is made for the better.  Even though people might feel better about their use of time compared with those with a leisurely pace of life, faster lifestyle could lead to stress and its consequent effects.   For another, adopting the lifestyle which is calm and tender could be beneficial. Firstly, people would have moments to reflect on their experiences, hence improving the future outcome when the same scenario happens. Secondly, this pace of living would allow people to avoid the probability of being stressed as well as the better chance to relax and recharge their energy. That is the reason why every year thousands of people would flee the big cities in search of the rural idyll. Finally, some people are not driven by a determination to stridently blaze a trail through life due to their deep appreciation of the present. It may also be a smarter and more strategic approach to life's unpredictable turns.  In conclusion, though living intensely with a timetable full of activities sounds exciting, I think people should get out of the fast lane and introduce some slowness to their lives.","1483,1486",C1+,C2,train,C2,256,long
essay_745f4470a99eba48,1628440119,2021-08-08 17:28:39,prompt_e0d347fb2afea90b,user_4460432564a0e1bf,user_4460432564a0e1bf_prompt_e0d347fb2afea90b,8,False,True,Italian,"Nowadays, it is quite common for students to live on their own while attending university, especially in prestigious universities where the selection requests come from all parts of the world. For most of the students, it is the first experience in their life where they have to look at themselves and do tasks normally done by their parents such as cooking, cleaning the room, and paying bills. The interesting idea of living on their own while attending the university is the experiences you may have with the students who live with you. It is not common for college students to live alone, however, it is more common to live in facilities such as dorms or shared houses where the student has their own room and some shared rooms where they can socialize with each other. The idea of a group or fraternity is the most attractive thing to most college students because it can lead to good memories to remember at the end of the experience. Living with our family is a good option when you would like to save money since living in such structures is really expensive. It is affordable for many people, but still not for all of them. I personally have experienced both experiences and I would recommend all the university students to move away and live on their own because, after the initial moment of difficulties, I experienced moments impossible to live at home with my family. The time passed with the other students was an important moment of growth fundamental in the life of a person.",,C1+,C2,train,C2,262,long
essay_13163eaf9dff3c53,1628524272,2021-08-09 16:51:12,prompt_8e0f8cbbba514658,user_4460432564a0e1bf,user_4460432564a0e1bf_prompt_8e0f8cbbba514658,10,False,True,Italian,"Volunteer work is an aspect of everyday life really well appreciated by many people that can be done in many different ways. The activities normally performed in volunteer work could consist in working for some local institutions normally involved in helping people in a difficult situation or in working for the municipality, but the goal is always to involve the volunteer to work on the social side. This is mostly an extracurricular activity not recognized by schools, but some high schools started to propose volunteering as a requirement that students must meet for graduation. This proposal recalls what is normally done for some university degrees, where university students have to carry out a few hours of internship to graduate. Personally I approve the proposal of these high schools because volunteering is fundamental in this selfish and fast world dominated by the idea of thinking only of ourselves. It is an opportunity to start to understand for real the everyday problems of our city and start to understand how we can help others. Plenty of times, people live in a place for years without noticing some of the details, and sometimes even by convincing ourselves that these details aren't problems. Volunteer work, meant as the experiences in public life, should open people's eyes to bring them back to reality. These experiences are really important for personal growth and enrich and influence us for better choices in the future.    ",,C1+,C2,train,C2,237,long
essay_eda0812373319284,1621786969,2021-05-23 17:22:49,prompt_6cb0c85d60a4ef2e,user_d1d60a606995c1cb,user_d1d60a606995c1cb_prompt_6cb0c85d60a4ef2e,6,False,True,Italian,"During the last 10 years, university students and school children have changed their way of playing and spending their spare time  gaining new unhealthy habits. Younger generations have been starting to spend lesser time outside than the older ones, preferring playing computer games or simply watching television rather than thinking of a game to do outside such as playing hide-and-sick or playing football or even simpler just take a short walk.   Not playing often outside, spending instead most of the time sat on a chair or on a sofa, the bad result on their health has started to show heavily. In order to avoid worse consequences on the adult life, doctors and health experts would suggest forcing them to do any physical activity at least three times a week. I definitely agree with this suggestion.  I believe that children, teenagers and young adults should be educated in a new culture for a healthier body by drawing their attention to the sports activities and besides this, I would add as well, the stress on a healthier diet would not do any harm.  Whatever kind of physical or leisure activity  which involves mouvements would fit perfectly with this new kind of education. Therefore not only taking a swimming course or a football training, but also taking the stairs instead of the elevator, going to school on foot or by bike instead of by bus or by car, could be a good start towards the right direction to improve the bad unhealthy habits.  Parents should help their children in this task as they look at us as an example, always. However the frantic modern life can sometimes  refrain us from taking a healthier behaviour because it could look like  more difficult. As long as we, as adults, do not change our static lifestyle, we will not be able to push our children to explore new healthier habits. If we wish to gift them with a health adut life, we will have to begin soon. ",,C2+,C2,dev,C2,331,long
essay_9ee9092c0b0c372a,1637873817,2021-11-25 20:56:57,prompt_2865cfff040b541d,user_4fb48b9b92b7e40a,user_4fb48b9b92b7e40a_prompt_2865cfff040b541d,4,False,True,German,"Dear members of the City Council,  With this letter I would like to remind you of our constitution. According to Article Two of our Basic Law, every person has the right to act as he or she wishes. Therefore, your plan to ban cell phones on public transportation, in stores, and in restaurants is unlawful unless you can show good cause.   Restrictions on our right to act as we wish are only possible if you have a good reason for doing so. However, you have not given such a reason, nor have you explained why you want to ban cell phones in the places already mentioned. As far as I can tell, there is no danger from the activities you intend to ban. Nor can I see any other good reason to enforce your idea.   I can only assume that you are looking to patronize your citizens. It seems to me to be an idea aimed at preventing people from using cell phones in situations where a well-behaved person would not use these devices. However, while this cause is understandable, it is an impermissible restriction on our constitutional rights. Social norms should never be imposed on people by law. In the long run, such overregulation will lead to dissatisfied citizens and unrest.   Therefore, I believe that you should refrain from your idea of regulating the use of cell phones in public transportation, restaurants or stores. ","100,109,692,699",C1+,C2,train,C2,235,long
essay_98365e4048fbd228,1595927622,2020-07-28 10:13:42,prompt_39db840b1dee1ac1,user_cdabb1682d1cdf09,user_cdabb1682d1cdf09_prompt_39db840b1dee1ac1,8,False,True,Persian,"Some employers think that separate spaces are better for their employees than open offices, while others believe that this will reduce the quality of work. In my opinion, it totally depends on the type of work and job that company is doing. If the type of work falls into a category which requires deep focus, then, a shared office will not be not a good idea. The distraction caused by others will drain the employees' concentration and the quality of work will be decreased. For example, in a programming company, the employees need a quiet environment to focus on their codes, and a noisy place or a place full of movement will not let them focus on their work.  On the other hand, some type of companies need a sharing office since contacting with other colleagues during the work time will generate more creative ideas and can lead to a strong relationship between them which is needed for work. Furthermore,  some of the projects are defined to be done in a team and offices with open design can make the team's results more effective as the team members are constantly in touch with each other and all the team know the progress of the project and what will be the next step.",,C1+,C2,train,C2,212,long
essay_c789c2c861f70c34,1613213439,2021-02-13 10:50:39,prompt_30d627bea13ce859,user_7f277c885f63ec92,user_7f277c885f63ec92_prompt_30d627bea13ce859,24,False,True,Spanish,"It goes without saying that, living a long and successful life is a craving every individual has. However, when it comes to choosing between having a long but calm life and a shorter but more intense one, no doubt I would stand for the second option. My thoughts about that matter are going to be displayed as follows.  To begin with, I would like to point out some of the reasons why I would undoubtedly choose having a shorter but more exciting life, instead of a long and calm one. If there is something remarkable about our mere existence, it will be nothing but the fact that we all have just one life. This certainty of having just one life makes it be the most valuable treasure one can possess because it is unique and genuine for every single person . We all are well aware of, at some point, our lives will get to an end. Perhaps, because of that statement I consider that, in terms of time, quality prevails over quantity, if we have under consideration that the more experiences you have, the higher sensation of happiness you will feel. At no circumstances should anyone regret any decision made which comes from our hearts.  Nevertheless, some drawbacks should be mentioned with regard to having a shorter existence. By living lesser, not only are you to miss the opportunity of witnessing how your children grow but also you are not going to be able to get to know how the future gets developed.  Last but by no means least, I would like to conclude by bringing focus to the fact that no matter what your choice may be, the most pivotal thing is that you have to be who you want to be during your life whatever it may last because that way is how you will find the sense of belonging. ",,C1+,C2,train,C2,313,long
essay_4a6ab10a30413ba4,1613584848,2021-02-17 18:00:48,prompt_1a893b704d9d98d4,user_7f277c885f63ec92,user_7f277c885f63ec92_prompt_1a893b704d9d98d4,3,False,True,Spanish,"It goes without saying that, telling the truth is commonly believed to be the best option whenever we are asked about anything. My thoughts about that matter are going to be displayed below.   To begin with, I would like to point out the reasons why people who are in favour of telling the truth permanently give to support that idea.  Needless to say, we contribute to our credibility by giving a neat and honest answer. People find it easier to trust us if we do not hide the information we possess and explain the facts that lead us to certain positions with regard to a topic.   Nevertheless, some drawbacks should be mentioned concerning telling the truth as it is the case of bad news. When it comes to giving information that could be harmful or delicate for a person, we ought to take into account the other person's feelings. For that reason, I consider that every now and then it is understandable to tell a lie instead. Particularly, when we talk about information rated as overwhelming.  Last but by no means least, I would like to conclude by bringing focus to the fact that we should evaluate previously if the information we own is worth being given to the other person. If we cause a problem by telling the truth, then it would be preferable to keep that truth to yourself, otherwise, we would regret making a person unhappy.",,C1+,C2,train,C2,239,long
essay_15bad0a74b8710b3,1608748017,2020-12-23 18:26:57,prompt_2865cfff040b541d,user_7e908bdd8a09e44e,user_7e908bdd8a09e44e_prompt_2865cfff040b541d,2,False,True,Polish,"Dear Sir/Madam!      I have a distinct pleasure to write this letter with the intent of expressing my candid insight into the ban on mobile phones on public transportation and public places.   My life experience enabled me to conclude that material possessions offer temporary solace; due to my perseverance in self-improvement and investment in my education. I broadened my perspective to the point of being able to shift dramatically from materialistic to spiritual.  This spiritual awakening enabled me to become successful in determining the right and wrong aspects of human activity.   Never have I been more convinced of the detrimental effects of mobile phones on human well-being than in current reality, when our society is facing the unprecedented spike in mental health issues, single-person households, divorce rates, addictions, broken homes, and suicide rates, not to mention security concerns related to mental exhaustion that prompts hazardous behaviors in humans.   Moreover, a national inquiry into effects of mobile phones on toddlers aged one to three years old carried out in 2006 by the National Institute of Science reveals that pupils engaged in online activity for more than two hours a day demonstrate shorter brain wawes compared to their counterparts who were not exposed to such stimulation. Additionally, the first group reports a considerable increase in self-esteem and academic achievement.    For this reason, I urge you to implement the prohibition on mobile devices in public facilities.  Should any additional detail be required, I would be delighted to provide more information backed by in-depth scientific insights to support my theory.  Yours faithfully  Maddalena ","677,687",C2,C2,dev,C2,258,long
essay_99249c30fed4636a,1626582954,2021-07-18 05:35:54,prompt_30d627bea13ce859,user_78f40df5f2874b4a,user_78f40df5f2874b4a_prompt_30d627bea13ce859,2,False,True,Vietnamese,"Essentially what you are asking is if one would choose a short life of intimacy, home and family versus a fast paced life of sensation, never forming long lasting intimate relationships and flittering from one thing to the next in search of adventure and excitement.  The choice is crystal clear. A slow, short, boring life but one filled with the real intimacy of a true partner; the love and nurturing of a family, pets and causes and development of real and loyal friendships beats the fast life of loneliness, ships that pass in the night, quick trust and quicker betrayals; the excitement of adventure, shared alone or with strangers, the duplicity and fickleness of the limelight.  The answer is clear, just as George Bailey learned in 'It's a Wonderful Life'. You can never put a price on real love, trustful intimacy or the knowledge that there are friends who will be there when you call. It's boring sometimes, and the duty is often tedious but when you go to bed at night you are not alone, in your soul. The other way leads to alcoholism and extreme experience, drug abuse, divorces, loneliness and suicide. Just look at the lives of the stars and famous, all seeking that trust and intimacy and finding only betrayal and loneliness. No wonder they turn to hard drugs - they are committing slow suicide, passing the time oblivious to their aloneness while they are nodding off, waiting to die, wishing for someone to love them, truly love them, for who they are, not what they represent or can do to advance the careers of other ambitious wannabees.  Everyone is different but you may someday agree that a normal life is equal to or more fulfilling than an intense life. Have been fortunate to spend years traveling and enjoying new experiences but take the greatest pride in professional and family life.  Will gladly take even just 50 years of waking up most mornings without a hangover and instead spending time with family.","155,162,485,488,1683,1687",C2,C2,train,C2,336,long
essay_38a918110965e2da,1635379526,2021-10-28 01:05:26,prompt_1a893b704d9d98d4,user_6d0fb4476246dd7b,user_6d0fb4476246dd7b_prompt_1a893b704d9d98d4,2,False,True,Portuguese,"It is never acceptable to tell a lie. Why do we keep telling lies anyway? It's a terrible thing to do and it's a terrible precept to live by. It's important to always tell the truth, always be honest with yourself and with others. When a person lies, she first of all is lying to herself and this is a terrible mistake. For example, when I first lied to my mom about what I was feeling, I wasn't able to make a connection with her, she couldn't help me with my mental health issues, so I kept lying but at the end of the day that was killing me inside because it only kept us apart. Furthermore, it's not a good choice to lie and in some countries is a crime condemned by law. With lies, you can destroy people's lives and this will come back to you way more stronger. We never like it when people lie to us, a fake person is never welcome in our environment and whenever that happens we feel betrayed and that person is not seen as a good person at all. In addition, honesty is an important value that we should keep in our thoughts and reflect about our attitudes towards others and the consequences of our lies, because it has serious damage and no one likes it.",,C2,C2,train,C2,225,long
essay_40f60efd1507c707,1612800905,2021-02-08 16:15:05,prompt_9564cdfd1ab47024,user_5441e643aca888d6,user_5441e643aca888d6_prompt_9564cdfd1ab47024,2,False,True,Italian,"The expansion of metropolitan cities has influenced several professional figures. Concerning medical doctors, who are the main topic of this brief essay, these are involved in this evolving phenomenon. In fact, most of them are moving into big cities, where the amount of patients and, more in general, people is larger than in the country. Of course, money is another important reason.  As a result, the number of medical doctors has been strongly decreased in the rural areas, becoming an important issue which has to be fixed as soon as possible.  Therefore, what would the solution be? We would try to answer this hard question.  First of all,  some procedures for the employment of new doctors should be modified. For instance, ten thousand young doctors are waiting for a job in Italy and, at the same time, some regions have not enough doctors.  Hospitals must be renewed in order to be more efficient and safer than in the past, so that doctors can do their work properly. Because of the pandemic emergency, doctors and any medical figure represents an important resource for fighting this bad enemy, which is everywhere, not only in the big cities. Little towns, rural areas and poor people must not be left alone.   ",,C1+,C2,train,C2,207,long
essay_e6d96e8b0d6894c9,1638113446,2021-11-28 15:30:46,prompt_2865cfff040b541d,user_0fa4d8ea180e45cb,user_0fa4d8ea180e45cb_prompt_2865cfff040b541d,2,False,True,Polish,"Dear Sir or Madam,     I am writing this letter in response to the recently published proposal banning the use of mobile phones in public settings and I would like to express my disapproval of the above proposal. It came to my attention that public transport, shops and restaurants will be mainly affected by this newly created idea.    To begin with, I would massively appreciate it if the Council would like to cast a bit more light for us on why they are thinking this would be a good move. A far as I am concerned, none of the reasons we have been presented with were supported by any scientific evidence. Therefore, I am demanding the town Council to present the public with their backed up by science arguments.   Moreover, neither I nor anyone in my family had been ever approached and asked to give our own opinion about the topic. Should not be our local representatives more in touch with their people when it comes to making such drastic changes in our lives? Do you think, this is the right way to treat your citizens? Well, I must strongly disagree with you, then.    And finally, to sum it up,  I would like to propose organizing another meeting where everyone who might be affected by those changes was able to express their views.  ","983,984",C1+,C2,train,C2,222,long
