phase,essay_id,true_label,word_count,length_category,model,prompt_name,strategy,variant,prediction,timestamp
2,essay_dadc9575e6dcaaf9,B2,110,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:56:43.432590
2,essay_dadc9575e6dcaaf9,B2,110,medium,phi-3-mini,cot_v5,cot,v5,".

### Sol",2026-01-14T19:56:45.588518
2,essay_dadc9575e6dcaaf9,B2,110,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:56:46.142367
2,essay_dadc9575e6dcaaf9,B2,110,medium,phi-3-mini,cot_v6,cot,v6,CRITICAL R,2026-01-14T19:57:00.257381
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T19:57:01.174467
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T19:57:14.352746
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,minimal_v5,minimal,v5,B1,2026-01-14T19:57:15.101800
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T19:57:17.235803
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T19:57:18.073960
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:57:26.775678
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:57:27.439219
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T19:57:33.728192
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:57:34.406119
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T19:57:36.556208
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T19:57:37.101775
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T19:57:39.036982
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T19:57:39.631481
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T19:57:57.258513
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T19:57:57.884681
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,cot_v5,cot,v5,".

Solutio",2026-01-14T19:58:19.053905
2,essay_daa58b281da3c191,B2,179,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T19:58:19.771885
2,essay_daa58b281da3c191,B2,179,medium,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T19:58:39.361920
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T19:58:40.100569
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T19:58:41.963465
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T19:58:42.413268
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,minimal_v5,minimal,v5,".

**Solut",2026-01-14T19:58:56.179483
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T19:58:56.989654
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T19:59:10.762667
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T19:59:11.341814
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,rubric_v4,rubric,v4,. No expla,2026-01-14T19:59:38.580273
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T19:59:39.588000
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,rubric_v5,rubric,v5,Essay Eval,2026-01-14T20:00:00.978577
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T20:00:01.870134
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,rubric_v6,rubric,v6,".

**Solut",2026-01-14T20:00:04.349331
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T20:00:04.864173
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T20:00:27.695803
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:00:28.430087
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,cot_v5,cot,v5,".

### Sol",2026-01-14T20:00:31.066203
2,essay_3754b35602110fc9,B2,150,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T20:00:31.692692
2,essay_3754b35602110fc9,B2,150,medium,phi-3-mini,cot_v6,cot,v6,### Soluti,2026-01-14T20:00:34.016364
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:00:34.579152
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:00:43.402792
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,minimal_v5,minimal,v5,B1,2026-01-14T20:00:43.964929
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,minimal_v5,minimal,v5,".

Solutio",2026-01-14T20:00:51.552188
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T20:00:52.205313
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T20:01:02.038689
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:01:02.997712
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,rubric_v4,rubric,v4,B2,2026-01-14T20:01:10.470055
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:01:11.220986
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T20:01:13.556193
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T20:01:14.252049
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T20:01:16.572615
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T20:01:17.046853
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T20:01:46.931860
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:01:47.782410
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T20:02:12.988153
2,essay_44c23d75cd38a105,B2,200,long,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T20:02:13.700716
2,essay_44c23d75cd38a105,B2,200,long,phi-3-mini,cot_v6,cot,v6,## Your ta,2026-01-14T20:02:33.722431
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T20:02:35.158020
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:02:36.937636
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,minimal_v5,minimal,v5,B1,2026-01-14T20:02:37.531005
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:02:45.479572
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T20:02:46.047560
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,minimal_v6,minimal,v6,C1,2026-01-14T20:02:51.965666
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:02:52.540296
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,rubric_v4,rubric,v4,C1,2026-01-14T20:03:09.247196
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:03:10.082675
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T20:03:29.945819
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T20:03:30.805091
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T20:03:33.739575
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T20:03:34.324196
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T20:04:04.764430
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:04:06.751818
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T20:04:34.570963
2,essay_d39e03646ecb43d7,B2,223,long,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T20:04:35.222373
2,essay_d39e03646ecb43d7,B2,223,long,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T20:04:37.641993
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:04:38.387050
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:04:40.133491
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:04:40.833434
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:04:42.434329
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T20:04:42.982794
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T20:04:44.650414
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,rubric_v4,rubric,v4,B2,2026-01-14T20:04:45.388639
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T20:04:48.189102
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:04:48.776280
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T20:04:51.118100
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T20:04:52.009097
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,rubric_v6,rubric,v6,C1,2026-01-14T20:04:54.238388
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,cot_v4,cot,v4,B2,2026-01-14T20:04:55.676632
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,cot_v4,cot,v4,B2,2026-01-14T20:04:57.960692
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:04:58.544674
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T20:05:01.239597
2,essay_ee4e1d3df2feee78,B2,202,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T20:05:01.836116
2,essay_ee4e1d3df2feee78,B2,202,long,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T20:05:04.221777
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:05:04.801770
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:05:06.990726
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:05:07.711650
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:05:09.295127
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T20:05:10.224744
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T20:05:25.999209
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,rubric_v4,rubric,v4,B2,2026-01-14T20:05:26.812999
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T20:05:58.170027
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:05:58.979073
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T20:06:02.008226
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T20:06:02.629265
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,rubric_v6,rubric,v6,".

Essay E",2026-01-14T20:06:04.811521
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T20:06:05.285019
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,cot_v4,cot,v4,B2,2026-01-14T20:06:21.835896
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,cot_v5,cot,v5,B2,2026-01-14T20:06:22.525489
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,cot_v5,cot,v5,".

### Sol",2026-01-14T20:06:46.072627
2,essay_9656ef0ef41eabdf,B2,156,medium,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T20:06:47.004667
2,essay_9656ef0ef41eabdf,B2,156,medium,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T20:06:49.419322
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T20:06:50.132461
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,minimal_v4,minimal,v4,".

Essay:
",2026-01-14T20:06:51.970584
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,minimal_v5,minimal,v5,B1,2026-01-14T20:06:52.686989
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:07:10.582118
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T20:07:11.373765
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T20:07:18.305723
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:07:18.826227
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,rubric_v4,rubric,v4,".

### Sol",2026-01-14T20:07:35.132450
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:07:36.099644
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T20:07:38.478032
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T20:07:39.074744
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,rubric_v6,rubric,v6,".

Essay E",2026-01-14T20:08:05.854261
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T20:08:06.764686
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T20:08:10.697167
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:08:11.301027
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,cot_v5,cot,v5,".

### Sol",2026-01-14T20:08:13.582421
2,essay_11d8d791d0a31fcc,B2,173,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T20:08:14.092934
2,essay_11d8d791d0a31fcc,B2,173,medium,phi-3-mini,cot_v6,cot,v6,Evaluation,2026-01-14T20:08:16.282740
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T20:08:16.675929
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:08:30.307618
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,minimal_v5,minimal,v5,A2,2026-01-14T20:08:31.190630
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,minimal_v5,minimal,v5,".

Solutio",2026-01-14T20:08:48.201196
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T20:08:48.954404
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T20:09:01.283750
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:09:02.105214
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:09:11.209926
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:09:14.742916
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,rubric_v5,rubric,v5,Essay Eval,2026-01-14T20:09:17.012048
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T20:09:17.731509
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,rubric_v6,rubric,v6,".

Essay E",2026-01-14T20:09:20.137125
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,cot_v4,cot,v4,A2,2026-01-14T20:09:20.691978
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T20:09:23.045186
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:09:23.633582
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,cot_v5,cot,v5,".


### So",2026-01-14T20:09:25.845876
2,essay_27caa3314a206871,B2,107,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T20:09:26.532188
2,essay_27caa3314a206871,B2,107,medium,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T20:09:28.693573
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:09:29.195893
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:09:44.699391
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:09:45.475885
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:09:52.193527
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T20:09:52.752931
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T20:09:54.464053
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:09:54.995524
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T20:10:13.542427
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:10:14.364173
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T20:10:17.014071
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T20:10:17.736814
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T20:10:19.801768
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T20:10:20.362125
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T20:10:22.799546
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:10:23.293675
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T20:10:44.313143
2,essay_76b10a50c9c3d113,B2,183,medium,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T20:10:44.986782
2,essay_76b10a50c9c3d113,B2,183,medium,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T20:11:12.053009
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,minimal_v4,minimal,v4,B1,2026-01-14T20:11:12.843678
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:11:25.347134
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,minimal_v5,minimal,v5,The essay ,2026-01-14T20:11:26.242187
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,minimal_v5,minimal,v5,".


### So",2026-01-14T20:11:37.381899
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,minimal_v6,minimal,v6,B1,2026-01-14T20:11:38.058904
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,minimal_v6,minimal,v6,**Solution,2026-01-14T20:11:46.750952
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:11:47.324340
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,rubric_v4,rubric,v4,B2,2026-01-14T20:11:56.796547
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:11:58.235332
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,rubric_v5,rubric,v5,Essay CEFR,2026-01-14T20:12:01.702787
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T20:12:02.747722
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,rubric_v6,rubric,v6,".

Essay E",2026-01-14T20:12:05.179355
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T20:12:05.968434
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T20:12:08.553493
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:12:12.122782
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T20:12:46.990505
2,essay_02e3cd208c52eda7,B2,200,long,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T20:12:47.860102
2,essay_02e3cd208c52eda7,B2,200,long,phi-3-mini,cot_v6,cot,v6,### Soluti,2026-01-14T20:13:20.094141
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:13:20.831506
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,minimal_v4,minimal,v4,".

Essay:
",2026-01-14T20:13:23.441072
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,minimal_v5,minimal,v5,B1,2026-01-14T20:13:24.178548
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:13:44.745037
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T20:13:47.669887
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T20:13:55.184421
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:13:55.743527
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T20:14:04.299750
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:14:04.993231
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,rubric_v5,rubric,v5,".

Solutio",2026-01-14T20:14:29.743452
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T20:14:30.656756
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T20:14:51.204577
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T20:14:52.001942
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T20:14:54.728130
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T20:14:55.442779
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,cot_v5,cot,v5,".

### Sol",2026-01-14T20:14:58.250749
2,essay_2755f8782eacdcb3,C1,174,medium,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T20:14:58.750560
2,essay_2755f8782eacdcb3,C1,174,medium,phi-3-mini,cot_v6,cot,v6,Evaluation,2026-01-14T20:15:01.186520
2,essay_baf709494c79ae14,C1,218,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:15:01.725445
2,essay_baf709494c79ae14,C1,218,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:15:18.873764
2,essay_baf709494c79ae14,C1,218,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:15:19.686096
2,essay_baf709494c79ae14,C1,218,long,phi-3-mini,minimal_v5,minimal,v5,".


### So",2026-01-14T20:15:26.816048
2,essay_baf709494c79ae14,C1,218,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T20:15:27.434788
2,essay_baf709494c79ae14,C1,218,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T20:15:29.101661
