phase,essay_id,true_label,word_count,length_category,model,prompt_name,strategy,variant,prediction,timestamp
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:28:23.496273
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:28:24.377817
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,cot_v2,cot,v2,C1,2026-01-14T12:28:28.162392
1,essay_3d32e6c47539151c,B1,199,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:28:28.785414
1,essay_3d32e6c47539151c,B1,199,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:28:32.021361
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:28:32.574075
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:28:35.717361
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:28:36.359657
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:28:40.631625
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:28:41.148966
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:28:42.331969
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:28:42.809973
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:28:46.544808
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:28:47.093293
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:28:50.886261
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:28:51.618553
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:28:56.561492
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:28:57.456010
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,cot_v1,cot,v1,B1,2026-01-14T12:29:01.041282
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:29:01.715163
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:29:03.043398
1,essay_895efe69d0409d80,B1,151,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:29:03.699820
1,essay_895efe69d0409d80,B1,151,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:29:07.029354
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:29:07.592091
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:29:09.720103
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:29:10.662991
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:29:15.756577
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:29:16.336107
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:29:17.304843
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:29:17.829413
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:29:22.463542
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:29:23.056671
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:29:27.195879
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:29:27.867955
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:29:30.526368
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:29:31.046004
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:29:32.569379
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:29:33.088113
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:29:35.007897
1,essay_c74581f6608cf12a,B1,74,short,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:29:35.856502
1,essay_c74581f6608cf12a,B1,74,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:29:37.516850
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:29:38.005485
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:29:39.474764
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:29:40.161546
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:29:43.612642
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:29:44.091806
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:29:48.408346
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:29:48.967232
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:29:52.927826
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:29:53.573460
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:29:57.195463
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:29:57.871175
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:30:02.855253
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:30:03.505936
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:30:07.007591
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:30:08.112724
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:30:11.573132
1,essay_3a12d568630f269c,B1,143,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:30:12.312186
1,essay_3a12d568630f269c,B1,143,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:30:16.021907
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:30:16.715534
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:30:18.133535
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:30:18.660035
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:30:19.680743
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:30:20.194932
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:30:21.092334
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:30:21.526949
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,rubric_v1,rubric,v1,### Soluti,2026-01-14T12:30:26.011205
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:30:26.547186
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:30:27.985926
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:30:28.694582
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:30:32.447166
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:30:32.997351
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:30:33.977045
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:30:34.641217
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:30:36.715403
1,essay_b87e77da33ff7714,B1,65,short,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:30:37.401623
1,essay_b87e77da33ff7714,B1,65,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:30:38.346704
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:30:38.898333
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:30:40.382237
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:30:40.990809
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:30:44.879184
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:30:45.283515
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:30:46.416048
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:30:46.787049
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:30:51.316804
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:30:52.062131
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:30:56.252940
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:30:56.960124
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:31:00.250483
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:31:00.852403
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:31:02.042285
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:31:02.792842
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:31:05.368911
1,essay_b8231a9954f64faa,B1,145,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:31:06.104571
1,essay_b8231a9954f64faa,B1,145,medium,phi-3-mini,cot_v3,cot,v3,"Reason:

#",2026-01-14T12:31:08.702545
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:31:09.248084
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:31:10.372573
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:31:10.886190
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:31:12.038306
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:31:12.522226
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:31:14.531541
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:31:15.030925
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,rubric_v1,rubric,v1,### Soluti,2026-01-14T12:31:19.237131
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:31:19.795109
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:31:24.098981
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:31:24.749584
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:31:28.446584
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:31:29.011591
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:31:30.137124
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:31:30.750666
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:31:34.890532
1,essay_fe483933c89eca58,B1,88,short,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:31:35.464711
1,essay_fe483933c89eca58,B1,88,short,phi-3-mini,cot_v3,cot,v3,B1,2026-01-14T12:31:36.506692
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:31:37.099273
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:31:38.579442
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,minimal_v2,minimal,v2,A2,2026-01-14T12:31:39.151651
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:31:40.132362
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,minimal_v3,minimal,v3,A2,2026-01-14T12:31:40.684038
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:31:41.530610
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:31:42.628497
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:31:44.165795
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:31:44.777758
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:31:46.108495
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:31:46.725587
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:31:50.663816
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:31:51.338398
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:31:52.261644
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:31:52.975259
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:31:54.018607
1,essay_00f6b9779fed264b,B1,41,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:31:54.714412
1,essay_00f6b9779fed264b,B1,41,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:31:56.918695
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:31:57.480790
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:31:58.853427
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:31:59.526854
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:32:00.990669
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:32:01.473717
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:32:02.789671
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:32:03.788047
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:32:10.695826
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:32:11.409052
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:32:14.910347
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:32:15.606693
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:32:20.879640
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:32:21.546133
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,cot_v1,cot,v1,B1,2026-01-14T12:32:22.908071
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:32:23.592249
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:32:25.058617
1,essay_64780ce22d33e3a5,B1,212,long,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:32:25.735865
1,essay_64780ce22d33e3a5,B1,212,long,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:32:27.051998
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,minimal_v1,minimal,v1,A2,2026-01-14T12:32:27.481776
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:32:28.710748
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:32:29.311828
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:32:30.809402
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:32:31.373402
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:32:32.288407
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,rubric_v1,rubric,v1,A2,2026-01-14T12:32:32.907076
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:32:35.507840
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,rubric_v2,rubric,v2,A2,2026-01-14T12:32:36.092511
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:32:37.507332
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:32:38.133495
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:32:39.524377
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:32:40.181948
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:32:41.311606
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:32:41.900809
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:32:44.613593
1,essay_22c3e104f79e815e,B1,67,short,gpt-4o-mini,cot_v3,cot,v3,A2,2026-01-14T12:32:45.378145
1,essay_22c3e104f79e815e,B1,67,short,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:32:46.518933
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:32:47.050230
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:32:48.875553
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:32:49.501181
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:32:50.891043
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:32:51.443583
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:32:52.764178
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:32:53.287220
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:33:00.650755
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:33:01.688698
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:33:03.434570
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:33:04.142923
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:33:05.970035
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:33:06.701866
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:33:08.143056
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:33:09.055684
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,cot_v2,cot,v2,C1,2026-01-14T12:33:14.113973
1,essay_56c6fbaf03fa9726,B1,159,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:33:14.900641
1,essay_56c6fbaf03fa9726,B1,159,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:33:16.154931
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:33:16.634240
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:33:17.778264
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:33:18.376052
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:33:22.159293
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:33:22.678882
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:33:29.346645
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:33:29.957932
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:33:37.783145
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:33:38.553403
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:33:43.472018
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:33:44.172118
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:33:49.855012
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:33:50.645425
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:33:51.944883
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:33:52.682373
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,cot_v2,cot,v2,C1,2026-01-14T12:33:54.070561
1,essay_f7192ad298cfde67,B1,155,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:33:55.445563
1,essay_f7192ad298cfde67,B1,155,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:33:59.943839
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:34:00.469897
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:34:01.705263
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:34:02.308787
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:34:06.217373
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:34:06.918054
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:34:08.028824
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:34:08.551509
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:34:16.110552
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:34:16.745972
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:34:21.105174
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:34:21.764564
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:34:30.308894
